LP,Imię,Nazwisko,Nazwisko Imię,ImieBP,NazwBP,Przełożony,Login,Mail,EmployeeID,Biuro,Wydział,Stanowisko,Firma,Telefon,Miasto,Kraj,Ulica,Budynek,Pomieszenie,Kod,N,E,Obszar,Grupa 1,Grupa2,Grupa3
62,Błażej,Rytwiński,Rytwiński Błażej,Blazej,Rytwinski,Tymon.Michalski,Blazej.Rytwinski,Blazej.Rytwinski@sprawnaprzesylka.pl,70000017,Biuro Spedycji,Wydział Zaopatrzenia,Inforamtyk,Sprawna przesyłka sp. z o.o.,791-262-262,Olsztyn,Polska,Słoneczna,54,406,10-710,53.74378797308898,20.456546179587995,Północ,grp_Zaopatrzenie,grp_ServiceDesk,grp_SprawnaPrzesyłka
63,Agnieszka,Smoleń,Smoleń Agnieszka,Agnieszka,Smolen,Tymon.Michalski,Agnieszka.Smolen,Agnieszka.Smolen@sprawnaprzesylka.pl,70000018,Biuro Spedycji,Wydział Zaopatrzenia,Główny Specjalista,Sprawna przesyłka sp. z o.o.,672-568-605,Olsztyn,Polska,Słoneczna,54,406,10-710,53.74378797308898,20.456546179587995,Północ,grp_Zaopatrzenie,grp_Koordynator,grp_SprawnaPrzesyłka
64,Zdzisława,Iwicka,Iwicka Zdzisława,Zdzislawa,Iwicka,Tymon.Michalski,Zdzislawa.Iwicka,Zdzislawa.Iwicka@sprawnaprzesylka.pl,70000019,Biuro Spedycji,Wydział Zaopatrzenia,Kierowca,Sprawna przesyłka sp. z o.o.,613-465-775,Olsztyn,Polska,Słoneczna,54,406,10-710,53.74378797308898,20.456546179587995,Północ,grp_Zaopatrzenie,,grp_SprawnaPrzesyłka
65,Monika,Skrzydlewska,Skrzydlewska Monika,Monika,Skrzydlewska,Tymon.Michalski,Monika.Skrzydlewska,Monika.Skrzydlewska@sprawnaprzesylka.pl,70000020,Biuro Spedycji,Wydział Zaopatrzenia,Radca Prawny,Sprawna przesyłka sp. z o.o.,725-106-121,Olsztyn,Polska,Słoneczna,54,406,10-710,53.74378797308898,20.456546179587995,Północ,grp_Zaopatrzenie,,grp_SprawnaPrzesyłka
66,Zenon,Gronkiewicz,Gronkiewicz Zenon,Zenon,Gronkiewicz,Wiktoria.Szczepanik,Zenon.Gronkiewicz,Zenon.Gronkiewicz@sprawnaprzesylka.pl,70000021,Biuro Sprzedaży,Wydział Rozliczeń,Starszy Specjalista,Sprawna przesyłka sp. z o.o.,501-926-600,Katowice,Polska,Bankowa,12,301,40-007,50.2607496996333,19.02823440663506,Południe,grp_Rozliczenia,,grp_SprawnaPrzesyłka
67,Angelika,Rządkowska,Rządkowska Angelika,Angelika,Rzadkowska,Wiktoria.Szczepanik,Angelika.Rzadkowska,Angelika.Rzadkowska@sprawnaprzesylka.pl,70000022,Biuro Sprzedaży,Wydział Rozliczeń,Specjalista,Sprawna przesyłka sp. z o.o.,502-385-478,Katowice,Polska,Bankowa,12,301,40-007,50.2607496996333,19.02823440663506,Południe,grp_Rozliczenia,,grp_SprawnaPrzesyłka
68,Eryk,Łuszczyk,Łuszczyk Eryk,Eryk,Luszczyk,Wiktoria.Szczepanik,Eryk.Luszczyk,Eryk.Luszczyk@sprawnaprzesylka.pl,70000023,Biuro Sprzedaży,Wydział Rozliczeń,Kierowca,Sprawna przesyłka sp. z o.o.,501-719-142,Katowice,Polska,Bankowa,12,301,40-007,50.2607496996333,19.02823440663506,Południe,grp_Rozliczenia,,grp_SprawnaPrzesyłka
69,Zofia,Czernecka,Czernecka Zofia,Zofia,Czernecka,Wiktoria.Szczepanik,Zofia.Czernecka,Zofia.Czernecka@sprawnaprzesylka.pl,70000024,Biuro Sprzedaży,Wydział Rozliczeń,Kierowca,Sprawna przesyłka sp. z o.o.,504-330-576,Katowice,Polska,Bankowa,12,301,40-007,50.2607496996333,19.02823440663506,Południe,grp_Rozliczenia,,grp_SprawnaPrzesyłka
70,Jakub,Kucherenko,Kucherenko Jakub,Jakub,Kucherenko,Wiktoria.Szczepanik,Jakub.Kucherenko,Jakub.Kucherenko@sprawnaprzesylka.pl,70000025,Biuro Sprzedaży,Wydział Rozliczeń,Główny Specjalista,Sprawna przesyłka sp. z o.o.,503-306-825,Katowice,Polska,Bankowa,12,302,40-007,50.2607496996333,19.02823440663506,Południe,grp_Rozliczenia,grp_Koordynator,grp_SprawnaPrzesyłka
71,Tymoteusz,Mania,Mania Tymoteusz,Tymoteusz,Mania,Wiktoria.Szczepanik,Tymoteusz.Mania,Tymoteusz.Mania@sprawnaprzesylka.pl,70000026,Biuro Sprzedaży,Wydział Obsługi Klienta,Kierowca,Sprawna przesyłka sp. z o.o.,508-138-416,Katowice,Polska,Bankowa,12,302,40-007,50.2607496996333,19.02823440663506,Południe,grp_ObsługaKlienta,,grp_SprawnaPrzesyłka
72,Amelia,Gargas,Gargas Amelia,Amelia,Gargas,Wiktoria.Szczepanik,Amelia.Gargas,Amelia.Gargas@sprawnaprzesylka.pl,70000027,Biuro Sprzedaży,Wydział Obsługi Klienta,Główny Specjalista,Sprawna przesyłka sp. z o.o.,506-338-573,Katowice,Polska,Bankowa,12,302,40-007,50.2607496996333,19.02823440663506,Południe,grp_ObsługaKlienta,grp_Koordynator,grp_SprawnaPrzesyłka
73,Alicja,Samulska,Samulska Alicja,Alicja,Samulska,Wiktoria.Szczepanik,Alicja.Samulska,Alicja.Samulska@sprawnaprzesylka.pl,70000028,Biuro Sprzedaży,Wydział Obsługi Klienta,Kierowca,Sprawna przesyłka sp. z o.o.,514-724-383,Katowice,Polska,Bankowa,12,302,40-007,50.2607496996333,19.02823440663506,Południe,grp_ObsługaKlienta,,grp_SprawnaPrzesyłka
74,Bożena,Fornal,Fornal Bożena,Bozena,Fornal,Wiktoria.Szczepanik,Bozena.Fornal,Bozena.Fornal@sprawnaprzesylka.pl,70000029,Biuro Sprzedaży,Wydział Obsługi Klienta,Kierowca,Sprawna przesyłka sp. z o.o.,572-654-466,Katowice,Polska,Bankowa,12,303,40-007,50.2607496996333,19.02823440663506,Południe,grp_ObsługaKlienta,,grp_SprawnaPrzesyłka
75,Cecylia,Bodek,Bodek Cecylia,Cecylia,Bodek,Wiktoria.Szczepanik,Cecylia.Bodek,Cecylia.Bodek@sprawnaprzesylka.pl,70000030,Biuro Sprzedaży,Wydział Obsługi Klienta,Mechanik,Sprawna przesyłka sp. z o.o.,504-554-107,Katowice,Polska,Bankowa,12,303,40-007,50.2607496996333,19.02823440663506,Południe,grp_ObsługaKlienta,,grp_SprawnaPrzesyłka
76,Marek,Ziemiański,Ziemiański Marek,Marek,Ziemianski,Wiktoria.Szczepanik,Marek.Ziemianski,Marek.Ziemianski@sprawnaprzesylka.pl,70000031,Biuro Sprzedaży,Wydział Promocji,Starszy Specjalista,Sprawna przesyłka sp. z o.o.,506-679-384,Katowice,Polska,Bankowa,12,303,40-007,50.2607496996333,19.02823440663506,Południe,grp_Promocji,,grp_SprawnaPrzesyłka
77,Wojciech,Smoter,Smoter Wojciech,Wojciech,Smoter,Wiktoria.Szczepanik,Wojciech.Smoter,Wojciech.Smoter@sprawnaprzesylka.pl,70000032,Biuro Sprzedaży,Wydział Promocji,Kierowca,Sprawna przesyłka sp. z o.o.,723-127-154,Katowice,Polska,Bankowa,12,304,40-007,50.2607496996333,19.02823440663506,Południe,grp_Promocji,,grp_SprawnaPrzesyłka
78,Aurelia,Pitek,Pitek Aurelia,Aurelia,Pitek,Wiktoria.Szczepanik,Aurelia.Pitek,Aurelia.Pitek@sprawnaprzesylka.pl,70000033,Biuro Sprzedaży,Wydział Promocji,Informatyk,Sprawna przesyłka sp. z o.o.,502-690-591,Katowice,Polska,Bankowa,12,304,40-007,50.2607496996333,19.02823440663506,Południe,grp_Promocji,grp_ServiceDesk,grp_SprawnaPrzesyłka
79,Bogusława,Kasztelan,Kasztelan Bogusława,Boguslawa,Kasztelan,Wiktoria.Szczepanik,Boguslawa.Kasztelan,Boguslawa.Kasztelan@sprawnaprzesylka.pl,70000034,Biuro Sprzedaży,Wydział Promocji,Kierowca,Sprawna przesyłka sp. z o.o.,603-997-249,Katowice,Polska,Bankowa,12,304,40-007,50.2607496996333,19.02823440663506,Południe,grp_Promocji,,grp_SprawnaPrzesyłka
80,Marlena,Jackowiak,Jackowiak Marlena,Marlena,Jackowiak,Wiktoria.Szczepanik,Marlena.Jackowiak,Marlena.Jackowiak@sprawnaprzesylka.pl,70000035,Biuro Sprzedaży,Wydział Promocji,Główny Specjalista,Sprawna przesyłka sp. z o.o.,608-262-660,Katowice,Polska,Bankowa,12,304,40-007,50.2607496996333,19.02823440663506,Południe,grp_Promocji,grp_Koordynator,grp_SprawnaPrzesyłka
81,Julianna,Lademann,Lademann Julianna,Julianna,Lademann,Michal.Wieczorek,Julianna.Lademann,Julianna.Lademann@sprawnaprzesylka.pl,70000036,Biuro Finansów,Wydział Rachunkowości,Mechanik,Sprawna przesyłka sp. z o.o.,607-503-860,Białystok,Polska,Adama Mickiewicza,1,7,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rachunkowość,,grp_SprawnaPrzesyłka
82,Eliza,Felska,Felska Eliza,Eliza,Felska,Michal.Wieczorek,Eliza.Felska,Eliza.Felska@sprawnaprzesylka.pl,70000037,Biuro Finansów,Wydział Rachunkowości,Radca Prawny,Sprawna przesyłka sp. z o.o.,615-522-123,Białystok,Polska,Adama Mickiewicza,1,7,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rachunkowość,,grp_SprawnaPrzesyłka
83,Leon,Trybuś,Trybuś Leon,Leon,Trybus,Michal.Wieczorek,Leon.Trybus,Leon.Trybus@sprawnaprzesylka.pl,70000038,Biuro Finansów,Wydział Rachunkowości,Mechanik,Sprawna przesyłka sp. z o.o.,698-492-613,Białystok,Polska,Adama Mickiewicza,1,7,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rachunkowość,,grp_SprawnaPrzesyłka
84,Grażyna,Leżańska,Leżańska Grażyna,Grazyna,Lezanska,Michal.Wieczorek,Grazyna.Lezanska,Grazyna.Lezanska@sprawnaprzesylka.pl,70000039,Biuro Finansów,Wydział Rachunkowości,Główny Specjalista,Sprawna przesyłka sp. z o.o.,678-744-451,Białystok,Polska,Adama Mickiewicza,1,9,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rachunkowość,grp_Koordynator,grp_SprawnaPrzesyłka
85,Cecylia,Próchnicka,Próchnicka Cecylia,Cecylia,Prochnicka,Michal.Wieczorek,Cecylia.Prochnicka,Cecylia.Prochnicka@sprawnaprzesylka.pl,70000040,Biuro Finansów,Wydział Rachunkowości,Radca Prawny,Sprawna przesyłka sp. z o.o.,698-329-639,Białystok,Polska,Adama Mickiewicza,1,9,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rachunkowość,,grp_SprawnaPrzesyłka
86,Róża,Gajecka,Gajecka Róża,Roza,Gajecka,Michal.Wieczorek,Roza.Gajecka,Roza.Gajecka@sprawnaprzesylka.pl,70000041,Biuro Finansów,Wydział Rachunkowości,Specjalista,Sprawna przesyłka sp. z o.o.,512-202-173,Białystok,Polska,Adama Mickiewicza,1,9,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rachunkowość,,grp_SprawnaPrzesyłka
87,Dorota,Armata,Armata Dorota,Dorota,Armata,Michal.Wieczorek,Dorota.Armata,Dorota.Armata@sprawnaprzesylka.pl,70000042,Biuro Finansów,Wydział Rachunkowości,Kierowca,Sprawna przesyłka sp. z o.o.,519-769-808,Białystok,Polska,Adama Mickiewicza,1,9,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rachunkowość,,grp_SprawnaPrzesyłka
88,Maksymilian,Galon,Galon Maksymilian,Maksymilian,Galon,Michal.Wieczorek,Maksymilian.Galon,Maksymilian.Galon@sprawnaprzesylka.pl,70000043,Biuro Finansów,Wydział Rozliczeń,Główny Specjalista,Sprawna przesyłka sp. z o.o.,507-902-478,Białystok,Polska,Adama Mickiewicza,1,10,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rozliczenia,grp_Koordynator,grp_SprawnaPrzesyłka
89,Kazimiera,Wańczyk,Wańczyk Kazimiera,Kazimiera,Wanczyk,Michal.Wieczorek,Kazimiera.Wanczyk,Kazimiera.Wanczyk@sprawnaprzesylka.pl,70000044,Biuro Finansów,Wydział Rozliczeń,Mechanik,Sprawna przesyłka sp. z o.o.,589-624-382,Białystok,Polska,Adama Mickiewicza,1,10,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rozliczenia,,grp_SprawnaPrzesyłka
90,Radosław,Zatoński,Zatoński Radosław,Radoslaw,Zatonski,Michal.Wieczorek,Radoslaw.Zatonski,Radoslaw.Zatonski@sprawnaprzesylka.pl,70000045,Biuro Finansów,Wydział Rozliczeń,Specjalista,Sprawna przesyłka sp. z o.o.,678-869-184,Białystok,Polska,Adama Mickiewicza,1,10,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rozliczenia,,grp_SprawnaPrzesyłka
91,Eliza,Szajda,Szajda Eliza,Eliza,Szajda,Michal.Wieczorek,Eliza.Szajda,Eliza.Szajda@sprawnaprzesylka.pl,70000046,Biuro Finansów,Wydział Rozliczeń,Kierowca,Sprawna przesyłka sp. z o.o.,782-516-350,Białystok,Polska,Adama Mickiewicza,1,10,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rozliczenia,,grp_SprawnaPrzesyłka
92,Ireneusz,Kłusek,Kłusek Ireneusz,Ireneusz,Klusek,Michal.Wieczorek,Ireneusz.Klusek,Ireneusz.Klusek@sprawnaprzesylka.pl,70000047,Biuro Finansów,Wydział Rozliczeń,Starszy Specjalista,Sprawna przesyłka sp. z o.o.,743-570-217,Białystok,Polska,Adama Mickiewicza,1,3,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rozliczenia,,grp_SprawnaPrzesyłka
93,Tomasz,Grodek,Grodek Tomasz,Tomasz,Grodek,Michal.Wieczorek,Tomasz.Grodek,Tomasz.Grodek@sprawnaprzesylka.pl,70000048,Biuro Finansów,Wydział Rozliczeń,Kierowca,Sprawna przesyłka sp. z o.o.,723-578-764,Białystok,Polska,Adama Mickiewicza,1,3,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rozliczenia,,grp_SprawnaPrzesyłka
94,Aneta,Pawełkiewicz,Pawełkiewicz Aneta,Aneta,Pawelkiewicz,Michal.Wieczorek,Aneta.Pawelkiewicz,Aneta.Pawelkiewicz@sprawnaprzesylka.pl,70000049,Biuro Finansów,Wydział Rozliczeń,Specjalista,Sprawna przesyłka sp. z o.o.,716-767-672,Białystok,Polska,Adama Mickiewicza,1,3,15-213,53.12878109584308,23.16915235659272,Wschód,grp_Rozliczenia,,grp_SprawnaPrzesyłka
95,Roksana,Piekorz,Piekorz Roksana,Roksana,Piekorz,Julia.Wawrzyniak,Roksana.Piekorz,Roksana.Piekorz@sprawnaprzesylka.pl,70000050,Biuro Eksploatacji,Wydział Napraw,Radca Prawny,Sprawna przesyłka sp. z o.o.,764-667-629,Zielona Góra,Polska,Długa,5,401,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Naprawy,,grp_SprawnaPrzesyłka
96,Leonard,Kijanka,Kijanka Leonard,Leonard,Kijanka,Julia.Wawrzyniak,Leonard.Kijanka,Leonard.Kijanka@sprawnaprzesylka.pl,70000051,Biuro Eksploatacji,Wydział Napraw,Główny Specjalista,Sprawna przesyłka sp. z o.o.,728-434-639,Zielona Góra,Polska,Długa,5,401,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Naprawy,grp_Koordynator,grp_SprawnaPrzesyłka
97,Krzysztof,Twardy,Twardy Krzysztof,Krzysztof,Twardy,Julia.Wawrzyniak,Krzysztof.Twardy,Krzysztof.Twardy@sprawnaprzesylka.pl,70000052,Biuro Eksploatacji,Wydział Napraw,Kierowca,Sprawna przesyłka sp. z o.o.,791-468-626,Zielona Góra,Polska,Długa,5,401,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Naprawy,,grp_SprawnaPrzesyłka
98,Leonard,Uzdowski,Uzdowski Leonard,Leonard,Uzdowski,Julia.Wawrzyniak,Leonard.Uzdowski,Leonard.Uzdowski@sprawnaprzesylka.pl,70000053,Biuro Eksploatacji,Wydział Napraw,Specjalista,Sprawna przesyłka sp. z o.o.,672-239-434,Zielona Góra,Polska,Długa,5,401,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Naprawy,,grp_SprawnaPrzesyłka
99,Anita,Pieniążek,Pieniążek Anita,Anita,Pieniazek,Julia.Wawrzyniak,Anita.Pieniazek,Anita.Pieniazek@sprawnaprzesylka.pl,70000054,Biuro Eksploatacji,Wydział Napraw,Mechanik,Sprawna przesyłka sp. z o.o.,613-908-456,Zielona Góra,Polska,Długa,5,401,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Naprawy,,grp_SprawnaPrzesyłka
100,Lech,Seta,Seta Lech,Lech,Seta,Julia.Wawrzyniak,Lech.Seta,Lech.Seta@sprawnaprzesylka.pl,70000055,Biuro Eksploatacji,Wydział Napraw,Specjalista,Sprawna przesyłka sp. z o.o.,725-770-512,Zielona Góra,Polska,Długa,5,402,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Naprawy,,grp_SprawnaPrzesyłka
101,Walenty,Majchrzyk,Majchrzyk Walenty,Walenty,Majchrzyk,Julia.Wawrzyniak,Walenty.Majchrzyk,Walenty.Majchrzyk@sprawnaprzesylka.pl,70000056,Biuro Eksploatacji,Wydział Napraw,Kierowca,Sprawna przesyłka sp. z o.o.,501-661-646,Zielona Góra,Polska,Długa,5,402,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Naprawy,,grp_SprawnaPrzesyłka
102,Wiesława,Mrozek,Mrozek Wiesława,Wieslawa,Mrozek,Julia.Wawrzyniak,Wieslawa.Mrozek,Wieslawa.Mrozek@sprawnaprzesylka.pl,70000057,Biuro Eksploatacji,Wydział Przeglądów,Główny Specjalista,Sprawna przesyłka sp. z o.o.,502-666-570,Zielona Góra,Polska,Długa,5,402,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Przeglądy,grp_Koordynator,grp_SprawnaPrzesyłka
103,Eugeniusz,Rąpała,Rąpała Eugeniusz,Eugeniusz,Rapala,Julia.Wawrzyniak,Eugeniusz.Rapala,Eugeniusz.Rapala@sprawnaprzesylka.pl,70000058,Biuro Eksploatacji,Wydział Przeglądów,Elektryk,Sprawna przesyłka sp. z o.o.,501-244-783,Zielona Góra,Polska,Długa,5,403,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Przeglądy,,grp_SprawnaPrzesyłka
104,Adrianna,Fojt,Fojt Adrianna,Adrianna,Fojt,Julia.Wawrzyniak,Adrianna.Fojt,Adrianna.Fojt@sprawnaprzesylka.pl,70000059,Biuro Eksploatacji,Wydział Przeglądów,Specjalista,Sprawna przesyłka sp. z o.o.,504-886-610,Zielona Góra,Polska,Długa,5,403,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Przeglądy,,grp_SprawnaPrzesyłka
105,Oskar,Hawryluk,Hawryluk Oskar,Oskar,Hawryluk,Julia.Wawrzyniak,Oskar.Hawryluk,Oskar.Hawryluk@sprawnaprzesylka.pl,70000060,Biuro Eksploatacji,Wydział Przeglądów,Radca Prawny,Sprawna przesyłka sp. z o.o.,503-775-424,Zielona Góra,Polska,Długa,5,403,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Przeglądy,,grp_SprawnaPrzesyłka
106,Zenon,Dudzic,Dudzic Zenon,Zenon,Dudzic,Julia.Wawrzyniak,Zenon.Dudzic,Zenon.Dudzic@sprawnaprzesylka.pl,70000061,Biuro Eksploatacji,Wydział Przeglądów,Kierowca,Sprawna przesyłka sp. z o.o.,508-293-313,Zielona Góra,Polska,Długa,5,403,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Przeglądy,,grp_SprawnaPrzesyłka
107,Adela,Kwas,Kwas Adela,Adela,Kwas,Julia.Wawrzyniak,Adela.Kwas,Adela.Kwas@sprawnaprzesylka.pl,70000062,Biuro Eksploatacji,Wydział Przeglądów,Specjalista,Sprawna przesyłka sp. z o.o.,506-755-680,Zielona Góra,Polska,Długa,5,404,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Przeglądy,,grp_SprawnaPrzesyłka
108,Ernest,Faliński,Faliński Ernest,Ernest,Falinski,Julia.Wawrzyniak,Ernest.Falinski,Ernest.Falinski@sprawnaprzesylka.pl,70000063,Biuro Eksploatacji,Wydział Przeglądów,Elektryk,Sprawna przesyłka sp. z o.o.,514-738-660,Zielona Góra,Polska,Długa,5,404,65-401,51.93625498000136,15.49858508885172,Zachód,grp_Przeglądy,,grp_SprawnaPrzesyłka
109,Anita,Filatova,Filatova Anita,Anita,Filatova,Kamila.Iwon,Anita.Filatova,Anita.Filatova@szybkiprzejazd.pl,80000001,Zarząd,Zarząd,Prezes,Szybki przejazd sp. z o.o.,572-149-816,Opole,Polska,Krakowska,24,5,45-075,50.665959671476394,17.92349110041183,Centrala,grp_Zarząd,grp_Menadżerowie,grp_SzybkiPrzejazd
110,Norbert,Gryboś,Gryboś Norbert,Norbert,Grybos,Anita.Filatova,Norbert.Grybos,Norbert.Grybos@szybkiprzejazd.pl,80000002,Biuro Logistyki,Biuro Logistyki,Dyrektor Regionalny,Szybki przejazd sp. z o.o.,504-395-270,Opole,Polska,Krakowska,24,6,45-075,50.665959671476394,17.92349110041183,Południe,grp_DyrReg_SzPrzej,grp_Menadżerowie,grp_SzybkiPrzejazd
111,Adrianna,Wojtunik,Wojtunik Adrianna,Adrianna,Wojtunik,Anita.Filatova,Adrianna.Wojtunik,Adrianna.Wojtunik@szybkiprzejazd.pl,80000003,Biuro Sprzedaży,Biuro Sprzedaży,Dyrektor Regionalny,Szybki przejazd sp. z o.o.,506-165-924,Gorzów Wielkopolski,Polska,Warszawska,48,102,66-400,52.73313485349412,15.252357161621724,Zachód,grp_DyrReg_SzPrzej,grp_Menadżerowie,grp_SzybkiPrzejazd
112,Gracjan,Kielak,Kielak Gracjan,Gracjan,Kielak,Norbert.Grybos,Gracjan.Kielak,Gracjan.Kielak@szybkiprzejazd.pl,80000004,Biuro Logistyki,Wydział Magazynowy,Radca Prawny,Szybki przejazd sp. z o.o.,723-202-902,Opole,Polska,Krakowska,24,9,45-075,50.665959671476394,17.92349110041183,Południe,grp_Magazyn,,grp_SzybkiPrzejazd
113,Kuba,Rudowicz,Rudowicz Kuba,Kuba,Rudowicz,Norbert.Grybos,Kuba.Rudowicz,Kuba.Rudowicz@szybkiprzejazd.pl,80000005,Biuro Logistyki,Wydział Magazynowy,Główny Specjalista,Szybki przejazd sp. z o.o.,502-454-153,Opole,Polska,Krakowska,24,9,45-075,50.665959671476394,17.92349110041183,Południe,grp_Magazyn,grp_Koordynator,grp_SzybkiPrzejazd
114,Daniela,Iwanicka,Iwanicka Daniela,Daniela,Iwanicka,Norbert.Grybos,Daniela.Iwanicka,Daniela.Iwanicka@szybkiprzejazd.pl,80000006,Biuro Logistyki,Wydział Magazynowy,Informatyk,Szybki przejazd sp. z o.o.,603-105-799,Opole,Polska,Krakowska,24,9,45-075,50.665959671476394,17.92349110041183,Południe,grp_Magazyn,grp_ServiceDesk,grp_SzybkiPrzejazd
115,Bogusław,Kasza,Kasza Bogusław,Boguslaw,Kasza,Norbert.Grybos,Boguslaw.Kasza,Boguslaw.Kasza@szybkiprzejazd.pl,80000007,Biuro Logistyki,Wydział Magazynowy,Kierowca,Szybki przejazd sp. z o.o.,608-279-663,Opole,Polska,Krakowska,24,9,45-075,50.665959671476394,17.92349110041183,Południe,grp_Magazyn,,grp_SzybkiPrzejazd
116,Maja,Paszyńska,Paszyńska Maja,Maja,Paszynska,Norbert.Grybos,Maja.Paszynska,Maja.Paszynska@szybkiprzejazd.pl,80000008,Biuro Logistyki,Wydział Magazynowy,Główny Specjalista,Szybki przejazd sp. z o.o.,607-484-257,Opole,Polska,Krakowska,24,10,45-075,50.665959671476394,17.92349110041183,Południe,grp_Magazyn,,grp_SzybkiPrzejazd
117,Juliusz,Michałowicz,Michałowicz Juliusz,Juliusz,Michalowicz,Norbert.Grybos,Juliusz.Michalowicz,Juliusz.Michalowicz@szybkiprzejazd.pl,80000009,Biuro Logistyki,Wydział Zaopatrzenia,Radca Prawny,Szybki przejazd sp. z o.o.,615-823-356,Opole,Polska,Krakowska,24,10,45-075,50.665959671476394,17.92349110041183,Południe,grp_Zaopatrzenie,grp_Koordynator,grp_SzybkiPrzejazd
118,Remigiusz,Babicz,Babicz Remigiusz,Remigiusz,Babicz,Norbert.Grybos,Remigiusz.Babicz,Remigiusz.Babicz@szybkiprzejazd.pl,80000010,Biuro Logistyki,Wydział Zaopatrzenia,Kierowca,Szybki przejazd sp. z o.o.,698-403-308,Opole,Polska,Krakowska,24,10,45-075,50.665959671476394,17.92349110041183,Południe,grp_Zaopatrzenie,,grp_SzybkiPrzejazd
119,Jan,Wieczorkowski,Wieczorkowski Jan,Jan,Wieczorkowski,Norbert.Grybos,Jan.Wieczorkowski,Jan.Wieczorkowski@szybkiprzejazd.pl,80000011,Biuro Logistyki,Wydział Zaopatrzenia,Radca Prawny,Szybki przejazd sp. z o.o.,678-810-538,Opole,Polska,Krakowska,24,12,45-075,50.665959671476394,17.92349110041183,Południe,grp_Zaopatrzenie,,grp_SzybkiPrzejazd
120,Szymon,Stanuch,Stanuch Szymon,Szymon,Stanuch,Norbert.Grybos,Szymon.Stanuch,Szymon.Stanuch@szybkiprzejazd.pl,80000012,Biuro Logistyki,Wydział Zaopatrzenia,Starszy Specjalista,Szybki przejazd sp. z o.o.,698-423-808,Opole,Polska,Krakowska,24,12,45-075,50.665959671476394,17.92349110041183,Południe,grp_Zaopatrzenie,,grp_SzybkiPrzejazd
121,Aurelia,Nosek,Nosek Aurelia,Aurelia,Nosek,Norbert.Grybos,Aurelia.Nosek,Aurelia.Nosek@szybkiprzejazd.pl,80000013,Biuro Logistyki,Wydział Zaopatrzenia,Kierowca,Szybki przejazd sp. z o.o.,512-636-659,Opole,Polska,Krakowska,24,12,45-075,50.665959671476394,17.92349110041183,Południe,grp_Zaopatrzenie,,grp_SzybkiPrzejazd
122,Hubert,Sikora,Sikora Hubert,Hubert,Sikora,Norbert.Grybos,Hubert.Sikora,Hubert.Sikora@szybkiprzejazd.pl,80000014,Biuro Logistyki,Wydział Zaopatrzenia,Mechanik,Szybki przejazd sp. z o.o.,519-585-882,Opole,Polska,Krakowska,24,12,45-075,50.665959671476394,17.92349110041183,Południe,grp_Zaopatrzenie,,grp_SzybkiPrzejazd
123,Karol,Krupa,Krupa Karol,Karol,Krupa,Norbert.Grybos,Karol.Krupa,Karol.Krupa@szybkiprzejazd.pl,80000015,Biuro Logistyki,Wydział Dystrybucji,Radca Prawny,Szybki przejazd sp. z o.o.,507-425-612,Opole,Polska,Krakowska,24,13,45-075,50.665959671476394,17.92349110041183,Południe,grp_Dystrybucja,,grp_SzybkiPrzejazd
124,Paweł,Makowski,Makowski Paweł,Pawel,Makowski,Norbert.Grybos,Pawel.Makowski,Pawel.Makowski@szybkiprzejazd.pl,80000016,Biuro Logistyki,Wydział Dystrybucji,Elektryk,Szybki przejazd sp. z o.o.,589-453-980,Opole,Polska,Krakowska,24,13,45-075,50.665959671476394,17.92349110041183,Południe,grp_Dystrybucja,,grp_SzybkiPrzejazd
125,Borys,Gajewska,Gajewska Borys,Borys,Gajewska,Norbert.Grybos,Borys.Gajewska,Borys.Gajewska@szybkiprzejazd.pl,80000017,Biuro Logistyki,Wydział Dystrybucji,Główny Specjalista,Szybki przejazd sp. z o.o.,678-307-959,Opole,Polska,Krakowska,24,13,45-075,50.665959671476394,17.92349110041183,Południe,grp_Dystrybucja,grp_Koordynator,grp_SzybkiPrzejazd
